 run  |                     source                     | capacitor 
 6814 | ybe                                            | Yes
 6815 | ybe                                            | Yes
 6816 | ybe                                            | Yes
 6817 | ybe                                            | Yes
 6818 | ybe                                            | Yes
 6819 | ybe                                            | Yes
 6821 | ybe                                            | Yes
 6822 | ybe                                            | Yes
 6823 | ybe                                            | Yes
 6824 | ybe                                            | Yes
 6826 | ybe                                            | Yes
 6827 | ybe                                            | Yes
 6828 | ybe                                            | Yes
 6838 | ybe                                            | Yes
 6839 | ybe                                            | Yes
 6841 | ybe                                            | Yes
 6842 | ybe                                            | Yes
 6843 | ybe                                            | Yes
 6844 | ybe                                            | Yes
 6855 | ybe                                            | Yes
 6890 | ybe                                            | Yes
 6891 | ybe                                            | Yes
 6846 | ybe                                            | Yes
 6848 | ybe                                            | Yes
 6849 | ybe                                            | Yes
 6850 | ybe                                            | Yes
 6852 | ybe                                            | Yes
 6853 | ybe                                            | Yes
 6854 | ybe                                            | Yes
 6857 | ybe                                            | Yes
 6858 | ybe                                            | Yes
 6859 | ybe                                            | Yes
 6860 | ybe                                            | Yes
 6862 | ybe                                            | Yes
 6863 | ybe                                            | Yes
 6864 | ybe                                            | Yes
 6866 | ybe                                            | Yes
 6867 | ybe                                            | Yes
 6868 | ybe                                            | Yes
 6869 | ybe                                            | Yes
 6871 | ybe                                            | Yes
 6872 | ybe                                            | Yes
 6873 | ybe                                            | Yes
 6874 | ybe                                            | Yes
 6876 | ybe                                            | Yes
 6877 | ybe                                            | Yes
 6878 | ybe                                            | Yes
 6880 | ybe                                            | Yes
 6881 | ybe                                            | Yes
 6882 | ybe                                            | Yes
 6883 | ybe                                            | Yes
 6885 | ybe                                            | Yes
 6886 | ybe                                            | Yes
 6887 | ybe                                            | Yes
 6888 | ybe                                            | Yes
 6892 | ybe                                            | Yes
 6934 | ybe                                            | Yes
 6894 | ybe                                            | Yes
 6896 | ybe                                            | Yes
 6897 | ybe                                            | Yes
 6898 | ybe                                            | Yes
 6899 | ybe                                            | Yes
 6901 | ybe                                            | Yes
 6902 | ybe                                            | Yes
 6903 | ybe                                            | Yes
 6904 | ybe                                            | Yes
 6906 | ybe                                            | Yes
 6907 | ybe                                            | Yes
 6908 | ybe                                            | Yes
 6910 | ybe                                            | Yes
 6911 | ybe                                            | Yes
 6912 | ybe                                            | Yes
 6913 | ybe                                            | Yes
 6915 | ybe                                            | Yes
 6916 | ybe                                            | Yes
 6917 | ybe                                            | Yes
 6919 | ybe                                            | Yes
 6920 | ybe                                            | Yes
 6921 | ybe                                            | Yes
 6922 | ybe                                            | Yes
 6924 | ybe                                            | Yes
 6925 | ybe                                            | Yes
 6926 | ybe                                            | Yes
 6927 | ybe                                            | Yes
 6929 | ybe                                            | Yes
 6930 | ybe                                            | Yes
 6931 | ybe                                            | Yes
 6933 | ybe                                            | Yes
 6935 | ybe                                            | Yes
 6936 | ybe                                            | Yes
 6938 | ybe                                            | Yes
 6939 | ybe                                            | Yes
 6940 | ybe                                            | Yes
 6941 | ybe                                            | Yes
 6943 | ybe                                            | Yes
 6944 | ybe + weak co57                                | Yes
 6945 | ybe + weak co57                                | Yes
 6946 | ybe + weak co57                                | Yes
 6947 | ybe                                            | Yes
 6948 | ybe                                            | Yes
 6942 | ybe                                            | Yes
 6949 | ybe                                            | Yes
 6950 | ybe                                            | Yes
 6951 | ybe                                            | Yes
 6952 | ybe                                            | Yes
 6953 | ybe                                            | Yes
 6954 | ybe                                            | Yes
 6955 | ybe                                            | Yes
 6956 | ybe                                            | Yes
 6957 | ybe                                            | Yes
 6958 | ybe                                            | Yes
 6959 | ybe                                            | Yes
 6961 | ybe                                            | Yes
 6962 | ybe                                            | Yes
 6963 | ybe                                            | Yes
 6964 | ybe                                            | Yes
 6966 | ybe                                            | Yes
 6967 | ybe                                            | Yes
 6968 | ybe                                            | Yes
 6970 | ybe                                            | Yes
 6971 | ybe                                            | Yes
 6972 | ybe                                            | Yes
 6973 | ybe                                            | Yes
 6975 | ybe                                            | Yes
 6977 | ybe                                            | Yes
 6978 | ybe                                            | Yes
 6979 | ybe                                            | Yes
 6981 | ybe                                            | Yes
 6982 | ybe                                            | Yes
 6983 | ybe                                            | Yes
 6985 | ybe                                            | Yes
 6988 | ybe                                            | Yes
 6989 | ybe                                            | Yes
 6991 | ybe                                            | Yes
 6992 | ybe                                            | Yes
 6993 | ybe                                            | Yes
 6994 | ybe                                            | Yes
 6996 | ybe                                            | Yes
 6997 | ybe                                            | Yes
 6998 | ybe                                            | Yes
 7000 | ybe                                            | Yes
 7001 | ybe                                            | Yes
 7002 | ybe                                            | Yes
 7003 | ybe                                            | Yes
 7005 | ybe                                            | Yes
 7006 | ybe                                            | Yes
 7007 | ybe                                            | Yes
 7008 | ybe                                            | Yes
 7010 | ybe                                            | Yes
 7011 | ybe                                            | Yes
 7012 | ybe                                            | Yes
 7014 | ybe                                            | Yes
 7015 | ybe                                            | Yes
 7016 | ybe                                            | Yes
 7017 | ybe                                            | Yes
 7019 | ybe                                            | Yes
 7020 | ybe                                            | Yes
 7021 | ybe                                            | Yes
 7022 | ybe                                            | Yes
 7024 | ybe                                            | Yes
 7025 | ybe                                            | Yes
 7026 | ybe                                            | Yes
 7028 | ybe                                            | Yes
 7029 | ybe                                            | Yes
 7030 | ybe                                            | Yes
 7031 | ybe                                            | Yes
 7033 | ybe                                            | Yes
 7034 | ybe                                            | Yes
 7365 | ybe                                            | Yes
 7055 | ybe                                            | Yes
 7056 | ybe + weak co57                                | Yes
 7057 | ybe + weak co57                                | Yes
 7059 | ybe                                            | Yes
 7060 | ybe                                            | Yes
 7035 | ybe                                            | Yes
 7036 | ybe                                            | Yes
 7037 | ybe                                            | Yes
 7038 | ybe                                            | Yes
 7039 | ybe                                            | Yes
 7040 | ybe                                            | Yes
 7041 | ybe                                            | Yes
 7042 | ybe                                            | Yes
 7043 | ybe                                            | Yes
 7044 | ybe                                            | Yes
 7045 | ybe                                            | Yes
 7046 | ybe                                            | Yes
 7047 | ybe                                            | Yes
 7048 | ybe                                            | Yes
 7049 | ybe                                            | Yes
 7051 | ybe                                            | Yes
 7052 | ybe                                            | Yes
 7053 | ybe                                            | Yes
 7061 | ybe                                            | Yes
 7062 | ybe                                            | Yes
 7063 | ybe                                            | Yes
 7065 | ybe                                            | Yes
 7066 | ybe                                            | Yes
 7067 | ybe                                            | Yes
 7069 | ybe                                            | Yes
 7070 | ybe                                            | Yes
 7071 | ybe                                            | Yes
 7072 | ybe                                            | Yes
 7074 | ybe                                            | Yes
 7075 | ybe                                            | Yes
 7076 | ybe                                            | Yes
 7077 | ybe                                            | Yes
 7126 | ybe                                            | Yes
 7079 | ybe                                            | Yes
 7080 | ybe                                            | Yes
 7082 | ybe                                            | Yes
 7083 | ybe                                            | Yes
 7084 | ybe                                            | Yes
 7085 | ybe                                            | Yes
 7087 | ybe                                            | Yes
 7088 | ybe                                            | Yes
 7089 | ybe                                            | Yes
 7091 | ybe                                            | Yes
 7092 | ybe                                            | Yes
 7093 | ybe                                            | Yes
 7094 | ybe                                            | Yes
 7096 | ybe                                            | Yes
 7097 | ybe                                            | Yes
 7098 | ybe                                            | Yes
 7099 | ybe                                            | Yes
 7101 | ybe                                            | Yes
 7102 | ybe                                            | Yes
 7103 | ybe                                            | Yes
 7105 | ybe                                            | Yes
 7106 | ybe                                            | Yes
 7107 | ybe                                            | Yes
 7108 | ybe                                            | Yes
 7110 | ybe                                            | Yes
 7111 | ybe                                            | Yes
 7112 | ybe                                            | Yes
 7114 | ybe                                            | Yes
 7115 | ybe                                            | Yes
 7116 | ybe                                            | Yes
 7117 | ybe                                            | Yes
 7119 | ybe                                            | Yes
 7120 | ybe                                            | Yes
 7121 | ybe                                            | Yes
 7122 | ybe                                            | Yes
 7124 | ybe                                            | Yes
 7125 | ybe                                            | Yes
 7129 | ybe                                            | Yes
 7127 | ybe                                            | Yes
 7130 | ybe                                            | Yes
 7131 | ybe                                            | Yes
 7132 | ybe                                            | Yes
 7134 | ybe                                            | Yes
 7135 | ybe                                            | Yes
 7136 | ybe                                            | Yes
 7137 | ybe                                            | Yes
 7139 | ybe                                            | Yes
 7140 | ybe                                            | Yes
 7141 | ybe                                            | Yes
 7143 | ybe                                            | Yes
 7144 | ybe                                            | Yes
 7145 | ybe                                            | Yes
 7146 | ybe                                            | Yes
 7148 | ybe                                            | Yes
 7149 | ybe                                            | Yes
 7150 | ybe                                            | Yes
 7151 | ybe                                            | Yes
 7153 | ybe                                            | Yes
 7154 | ybe                                            | Yes
 7155 | ybe                                            | Yes
 7157 | ybe                                            | Yes
 7158 | ybe                                            | Yes
 7159 | ybe                                            | Yes
 7160 | ybe                                            | Yes
 7162 | ybe                                            | Yes
 7163 | ybe                                            | Yes
 7164 | ybe                                            | Yes
 7166 | ybe                                            | Yes
 7167 | ybe                                            | Yes
 7168 | ybe                                            | Yes
 7169 | ybe                                            | Yes
 7171 | ybe                                            | Yes
 7172 | ybe                                            | Yes
 7173 | ybe                                            | Yes
 7174 | ybe                                            | Yes
 7207 | ybe + weak co57                                | Yes
 7208 | ybe + weak co57                                | Yes
 7209 | ybe + weak co57                                | Yes
 7211 | ybe                                            | Yes
 7212 | ybe                                            | Yes
 7213 | ybe                                            | Yes
 7214 | ybe                                            | Yes
 7178 | ybe                                            | Yes
 7175 | ybe                                            | Yes
 7176 | ybe                                            | Yes
 7177 | ybe                                            | Yes
 7179 | ybe                                            | Yes
 7180 | ybe                                            | Yes
 7181 | ybe                                            | Yes
 7182 | ybe                                            | Yes
 7183 | ybe                                            | Yes
 7184 | ybe                                            | Yes
 7185 | ybe                                            | Yes
 7186 | ybe                                            | Yes
 7187 | ybe                                            | Yes
 7188 | ybe                                            | Yes
 7189 | ybe                                            | Yes
 7190 | ybe                                            | Yes
 7191 | ybe                                            | Yes
 7192 | ybe                                            | Yes
 7193 | ybe                                            | Yes
 7194 | ybe                                            | Yes
 7195 | ybe                                            | Yes
 7197 | ybe                                            | Yes
 7198 | ybe                                            | Yes
 7199 | ybe                                            | Yes
 7200 | ybe                                            | Yes
 7202 | ybe                                            | Yes
 7203 | ybe                                            | Yes
 7204 | ybe                                            | Yes
 7205 | ybe                                            | Yes
 7216 | ybe                                            | Yes
 7219 | ybe                                            | Yes
 7220 | ybe                                            | Yes
 7222 | ybe                                            | Yes
 7223 | ybe                                            | Yes
 7224 | ybe                                            | Yes
 7225 | ybe                                            | Yes
 7227 | ybe                                            | Yes
 7228 | ybe                                            | Yes
 7229 | ybe                                            | Yes
 7231 | ybe                                            | Yes
 7232 | ybe                                            | Yes
 7233 | ybe                                            | Yes
 7234 | ybe                                            | Yes
 7236 | ybe                                            | Yes
 7237 | ybe                                            | Yes
 7238 | ybe                                            | Yes
 7239 | ybe                                            | Yes
 7241 | ybe                                            | Yes
 7242 | ybe                                            | Yes
 7243 | ybe                                            | Yes
 7245 | ybe                                            | Yes
 7246 | ybe                                            | Yes
 7247 | ybe                                            | Yes
 7248 | ybe                                            | Yes
 7366 | ybe                                            | Yes
 7367 | ybe                                            | Yes
 7368 | ybe                                            | Yes
 7370 | ybe                                            | Yes
 7371 | ybe                                            | Yes
 7372 | ybe                                            | Yes
 7373 | ybe                                            | Yes
 7375 | ybe                                            | Yes
 7376 | ybe                                            | Yes
 7377 | ybe                                            | Yes
 7379 | ybe                                            | Yes
 7381 | ybe                                            | Yes
 7382 | ybe                                            | Yes
 7384 | ybe                                            | Yes
 7385 | ybe                                            | Yes
 7386 | ybe                                            | Yes
 7387 | ybe                                            | Yes
 7389 | ybe                                            | Yes
 7390 | ybe                                            | Yes
 7391 | ybe                                            | Yes
 7392 | ybe                                            | Yes
 7394 | ybe                                            | Yes
 7395 | ybe                                            | Yes
 7396 | ybe                                            | Yes
 7397 | ybe                                            | Yes
 7399 | ybe                                            | Yes
 7400 | ybe                                            | Yes
 7401 | ybe                                            | Yes
 7402 | ybe                                            | Yes
 7404 | ybe                                            | Yes
 7405 | ybe                                            | Yes
 7406 | ybe                                            | Yes
 7408 | ybe                                            | Yes
 7409 | ybe                                            | Yes
 7410 | ybe                                            | Yes
 7411 | ybe                                            | Yes
 7413 | ybe                                            | Yes
 7414 | ybe                                            | Yes
 7415 | ybe                                            | Yes
 7416 | ybe                                            | Yes
 7418 | ybe                                            | Yes
 7419 | ybe                                            | Yes
 7429 | ybe                                            | Yes
 7430 | ybe                                            | Yes
 7432 | ybe                                            | Yes
 7433 | ybe                                            | Yes
 7434 | ybe                                            | Yes
 7435 | ybe                                            | Yes
 7437 | ybe                                            | Yes
 7440 | ybe                                            | Yes
 7441 | ybe                                            | Yes
 7443 | ybe                                            | Yes
 7446 | ybe                                            | Yes
 7447 | ybe                                            | Yes
 7448 | ybe                                            | Yes
 7450 | ybe                                            | Yes
 7451 | ybe                                            | Yes
 7452 | ybe                                            | Yes
 7453 | ybe                                            | Yes
 7455 | ybe                                            | Yes
 7456 | ybe                                            | Yes
 7457 | ybe                                            | Yes
 7458 | ybe                                            | Yes
 7460 | ybe                                            | Yes
 7461 | ybe                                            | Yes
 7462 | ybe                                            | Yes
 7463 | ybe                                            | Yes
 7465 | ybe                                            | Yes
 7466 | ybe                                            | Yes
 7467 | ybe                                            | Yes
 7469 | ybe                                            | Yes
 7470 | ybe                                            | Yes
 7471 | ybe                                            | Yes
 7472 | ybe                                            | Yes
 7474 | ybe                                            | Yes
 7476 | ybe + weak co57                                | Yes
 7478 | ybe + weak co57                                | Yes
 7479 | ybe + weak co57                                | Yes
 7481 | yal + weak co57                                | Yes
 7482 | yal + weak co57                                | Yes
 7484 | yal + weak co57                                | Yes
 7485 | yal + weak co57                                | Yes
 7486 | yal                                            | Yes
 7487 | yal                                            | Yes
 7490 | yal                                            | Yes
 7491 | yal                                            | Yes
 7492 | yal                                            | Yes
 7493 | yal                                            | Yes
 7495 | yal                                            | Yes
 7496 | yal                                            | Yes
 7497 | yal                                            | Yes
 7498 | yal                                            | Yes
 7500 | yal                                            | Yes
 7501 | yal                                            | Yes
 7502 | yal                                            | Yes
 7503 | yal                                            | Yes
 7505 | yal                                            | Yes
 7506 | yal                                            | Yes
 7507 | yal                                            | Yes
 7508 | yal                                            | Yes
 7510 | yal                                            | Yes
 7511 | yal                                            | Yes
 7512 | yal                                            | Yes
 7514 | yal                                            | Yes
 7515 | yal                                            | Yes
 7516 | yal                                            | Yes
 7517 | yal                                            | Yes
 7519 | yal                                            | Yes
 7520 | yal                                            | Yes
 7522 | yal                                            | Yes
 7523 | yal                                            | Yes
 7525 | yal                                            | Yes
 7526 | yal                                            | Yes
 7527 | yal                                            | Yes
 7528 | yal                                            | Yes
 7531 | yal                                            | Yes
 7532 | yal                                            | Yes
 7533 | yal                                            | Yes
 7534 | yal                                            | Yes
 7529 | yal                                            | Yes
 7537 | yal                                            | Yes
 7538 | yal                                            | Yes
 7539 | yal                                            | Yes
 7540 | yal                                            | Yes
 7542 | yal                                            | Yes
 7543 | yal                                            | Yes
 7544 | yal                                            | Yes
 7545 | yal                                            | Yes
 7547 | yal                                            | Yes
 7548 | yal                                            | Yes
 7549 | yal                                            | Yes
 7550 | yal                                            | Yes
 7552 | yal                                            | Yes
 7553 | yal                                            | Yes
 7554 | yal                                            | Yes
 7555 | yal                                            | Yes
 7557 | yal                                            | Yes
 7558 | yal                                            | Yes
 7559 | yal                                            | Yes
 7561 | yal                                            | Yes
 7562 | yal                                            | Yes
 7563 | yal                                            | Yes
 7564 | yal                                            | Yes
 7566 | yal                                            | Yes
 7567 | yal                                            | Yes
 7568 | yal                                            | Yes
 7569 | yal                                            | Yes
 7571 | yal                                            | Yes
 7572 | yal                                            | Yes
 7573 | yal                                            | Yes
 7574 | yal                                            | Yes
 7577 | yal                                            | Yes
 7578 | yal                                            | Yes
 7579 | yal                                            | Yes
 7580 | yal                                            | Yes
 7582 | yal                                            | Yes
 7586 | yal                                            | Yes
 7587 | yal + weak co57                                | Yes
 7588 | yal + weak co57                                | Yes
 7590 | yal + weak co57                                | Yes
 7591 | yal + weak co57                                | Yes
 7592 | yal                                            | Yes
 7593 | yal                                            | Yes
 7596 | yal                                            | Yes
 7597 | yal                                            | Yes
 7598 | yal                                            | Yes
 7600 | yal                                            | Yes
 7601 | yal                                            | Yes
 7602 | yal                                            | Yes
 7603 | yal                                            | Yes
 7605 | yal                                            | Yes
 7606 | yal                                            | Yes
 7607 | yal                                            | Yes
 7608 | yal                                            | Yes
 7610 | yal                                            | Yes
 7611 | yal                                            | Yes
 7612 | yal                                            | Yes
 7613 | yal                                            | Yes
 7615 | yal                                            | Yes
 7616 | yal                                            | Yes
 7617 | yal                                            | Yes
 7618 | yal                                            | Yes
 7620 | yal                                            | Yes
 7621 | yal                                            | Yes
 7622 | yal                                            | Yes
 7624 | yal                                            | Yes
 7625 | yal                                            | Yes
 7626 | yal                                            | Yes
 7627 | yal                                            | Yes
 7629 | yal                                            | Yes
 7630 | yal                                            | Yes
 7631 | yal                                            | Yes
 7633 | yal                                            | Yes
 7634 | yal                                            | Yes
 7635 | yal                                            | Yes
 7636 | yal                                            | Yes
 7638 | yal                                            | Yes
 7639 | yal                                            | Yes
 7640 | yal                                            | Yes
 7641 | yal                                            | Yes
 7643 | yal                                            | Yes
 7644 | yal                                            | Yes
 7645 | yal                                            | Yes
 7646 | yal                                            | Yes
 7648 | yal                                            | Yes
 7649 | yal                                            | Yes
 7650 | yal                                            | Yes
 7651 | yal                                            | Yes
 7653 | yal                                            | Yes
 7654 | yal                                            | Yes
 7655 | yal                                            | Yes
 7657 | yal                                            | Yes
 7658 | yal                                            | Yes
 7659 | yal                                            | Yes
 7660 | yal                                            | Yes
 7662 | yal                                            | Yes
 7663 | yal                                            | Yes
 7664 | yal                                            | Yes
 7665 | yal                                            | Yes
 7667 | yal                                            | Yes
 7668 | yal                                            | Yes
 7669 | yal                                            | Yes
 7670 | yal                                            | Yes
 7672 | yal                                            | Yes
 7673 | yal                                            | Yes
 7674 | yal                                            | Yes
 7675 | yal                                            | Yes
 7677 | yal                                            | Yes
 7680 | yal                                            | Yes
 7681 | yal                                            | Yes
 7682 | yal                                            | Yes
 7684 | yal                                            | Yes
 7685 | yal                                            | Yes
 7686 | yal                                            | Yes
 7687 | yal                                            | Yes
 7689 | yal                                            | Yes
 7690 | yal                                            | Yes
 7691 | yal                                            | Yes
 7692 | yal                                            | Yes
 7694 | yal                                            | Yes
 7695 | yal                                            | Yes
 7696 | yal                                            | Yes
 7697 | yal                                            | Yes
 7699 | yal                                            | Yes
 7700 | yal                                            | Yes
 7701 | yal                                            | Yes
 7702 | yal                                            | Yes
 7704 | yal + weak co57                                | Yes
 7705 | yal + weak co57                                | Yes
 7706 | yal + weak co57                                | Yes
 7708 | yal                                            | Yes
 7709 | yal                                            | Yes
 7710 | yal                                            | Yes
 7712 | yal                                            | Yes
 7714 | yal                                            | Yes
 7715 | yal                                            | Yes
 7716 | yal                                            | Yes
 7717 | yal                                            | Yes
 7719 | yal                                            | Yes
 7720 | yal                                            | Yes
 7721 | yal                                            | Yes
 7722 | yal                                            | Yes
 7724 | yal                                            | Yes
 7725 | yal                                            | Yes
 7249 | ybe                                            | Yes
 7250 | ybe                                            | Yes
 6294 | kr83m                                          | Yes
 6304 | kr83m                                          | Yes
 7251 | ybe                                            | Yes
 7252 | ybe                                            | Yes
 7253 | ybe                                            | Yes
 7254 | ybe                                            | Yes
 7255 | ybe                                            | Yes
 7256 | ybe                                            | Yes
 7257 | ybe                                            | Yes
 7258 | ybe                                            | Yes
 7259 | ybe                                            | Yes
 7260 | ybe                                            | Yes
 7262 | ybe                                            | Yes
 7263 | ybe                                            | Yes
 7264 | ybe                                            | Yes
 7266 | ybe                                            | Yes
 7267 | ybe                                            | Yes
 7268 | ybe                                            | Yes
 7269 | ybe                                            | Yes
 7271 | ybe                                            | Yes
 7272 | ybe                                            | Yes
 7273 | ybe                                            | Yes
 7274 | ybe                                            | Yes
 7276 | ybe                                            | Yes
 7277 | ybe                                            | Yes
 7278 | ybe                                            | Yes
 7280 | ybe                                            | Yes
 7281 | ybe                                            | Yes
 7282 | ybe                                            | Yes
 7283 | ybe                                            | Yes
 7285 | ybe                                            | Yes
 7286 | ybe                                            | Yes
 7287 | ybe                                            | Yes
 7288 | ybe                                            | Yes
 7726 | yal                                            | Yes
 7302 | ybe                                            | Yes
 7303 | ybe + weak co57                                | Yes
 7304 | ybe + weak co57                                | Yes
 7305 | ybe + weak co57                                | Yes
 7306 | ybe + weak co57                                | Yes
 7307 | ybe + weak co57                                | Yes
 7308 | ybe                                            | Yes
 7309 | ybe                                            | Yes
 7292 | ybe                                            | Yes
 7295 | ybe                                            | Yes
 7293 | ybe                                            | Yes
 7290 | ybe                                            | Yes
 7291 | ybe                                            | Yes
 7296 | ybe                                            | Yes
 7294 | ybe                                            | Yes
 7300 | ybe                                            | Yes
 7297 | ybe                                            | Yes
 7298 | ybe                                            | Yes
 7299 | ybe                                            | Yes
 7301 | ybe                                            | Yes
 7310 | ybe                                            | Yes
 7311 | ybe                                            | Yes
 7312 | ybe                                            | Yes
 7313 | ybe                                            | Yes
 7314 | ybe                                            | Yes
 7315 | ybe                                            | Yes
 7316 | ybe                                            | Yes
 7317 | ybe                                            | Yes
 7319 | ybe                                            | Yes
 7320 | ybe                                            | Yes
 7321 | ybe                                            | Yes
 7322 | ybe                                            | Yes
 7324 | ybe                                            | Yes
 7325 | ybe                                            | Yes
 7326 | ybe                                            | Yes
 7328 | ybe                                            | Yes
 7329 | ybe                                            | Yes
 7350 | ybe                                            | Yes
 7351 | ybe                                            | Yes
 6303 | kr83m                                          | Yes
 6308 | kr83m                                          | Yes
 7331 | ybe                                            | Yes
 7332 | ybe                                            | Yes
 7333 | ybe                                            | Yes
 7334 | ybe                                            | Yes
 7336 | ybe                                            | Yes
 7337 | ybe                                            | Yes
 7338 | ybe                                            | Yes
 7339 | ybe                                            | Yes
 7341 | ybe                                            | Yes
 7342 | ybe                                            | Yes
 7343 | ybe                                            | Yes
 7345 | ybe                                            | Yes
 7346 | ybe                                            | Yes
 7347 | ybe                                            | Yes
 7348 | ybe                                            | Yes
 7352 | ybe                                            | Yes
 7353 | ybe                                            | Yes
 7355 | ybe                                            | Yes
 7356 | ybe                                            | Yes
 7357 | ybe                                            | Yes
 7359 | ybe                                            | Yes
 7360 | ybe                                            | Yes
 7361 | ybe                                            | Yes
 7362 | ybe                                            | Yes
 7364 | ybe                                            | Yes
 7727 | yal                                            | Yes
 7728 | yal                                            | Yes
 7730 | yal                                            | Yes
 7731 | yal                                            | Yes
 7732 | yal                                            | Yes
 7733 | yal                                            | Yes
 7735 | yal                                            | Yes
 7736 | yal                                            | Yes
 7739 | yal                                            | Yes
 7740 | yal                                            | Yes
 7741 | yal                                            | Yes
 7742 | yal                                            | Yes
 7744 | yal                                            | Yes
 7745 | yal                                            | Yes
 7746 | yal                                            | Yes
 7747 | yal                                            | Yes
 7749 | yal                                            | Yes
 7750 | yal                                            | Yes
 7751 | yal                                            | Yes
 7752 | yal                                            | Yes
 7754 | yal                                            | Yes
 7755 | yal                                            | Yes
 7756 | yal                                            | Yes
 7757 | yal                                            | Yes
 7759 | yal                                            | Yes
 7760 | yal                                            | Yes
 7761 | yal                                            | Yes
 7763 | yal                                            | Yes
